temperature,humidity,ph
20.879744,82.002744,6.502985
21.770462,80.319644,7.038096
23.004459,82.320763,7.840207
26.491096,80.158363,6.980401
20.130175,81.604873,7.628473
23.745401188473625,79.9379559636439,6.186205535611799
29.50714306409916,80.22732829381994,7.794431515906654
27.31993941811405,79.27541018358549,7.8008361143266605
25.986584841970366,75.25419126744096,7.266202914546536
21.560186404424364,76.07891426993305,6.678059582097402
21.559945203362027,75.31429185686734,6.698419149225321
20.580836121681994,81.3641041126378,7.451911357740479
28.66176145774935,78.14355981076326,7.794220519905155
26.011150117432088,80.08570691164702,7.774172848530235
27.080725777960453,84.07566473926093,7.559751091715247
20.205844942958024,77.49292229148875,7.284063292308575
29.699098521619945,79.1038292303563,6.168279929990097
28.324426408004218,82.55551138543049,6.323257428189228
22.123391106782762,77.28798165491622,7.797108377054158
21.818249672071005,75.76979909828793,7.21285811931918
21.83404509853434,77.89751452913768,6.018394103233259
23.042422429595376,76.61221287254004,6.202943085732064
25.24756431632238,84.29697652342573,7.327003538216111
24.319450186421157,83.08120379564417,6.010123167692438
22.91229140198042,81.33403756510424,6.321616102834997
26.118528947223794,83.71460590187718,7.0974675787331725
21.39493860652042,83.03672076899115,7.383790395385386
22.92144648535218,76.86570058886036,7.3039225190052015
23.663618432936918,83.92558998489977,6.44853861892112
24.560699842170358,80.39342241915651,7.4243584426950715
27.851759613930135,83.07440155164062,6.474498174993601
21.996737821583597,83.96091299923494,6.6507993963185355
25.142344384136116,78.18003474971864,7.4929828102360485
25.924145688620424,76.10051924527677,7.29926579809443
20.464504127199977,77.27935162541942,7.698446820988356
26.075448519014383,79.27107788626256,7.3152257846006865
21.705241236872915,83.18014765922493,7.136617206670943
20.650515929852794,83.60730583256344,6.187349535656185
29.488855372533333,75.06952130531191,6.735431606118867
29.656320330745594,80.10747302577566,6.530404735363451
28.083973481164612,79.17411003148779,6.487979286758167
23.046137691733705,77.2210781047073,7.946021109504891
20.976721140063837,76.19865367333682,6.786195449333521
26.842330265121568,78.37615171403628,7.784093110354227
24.40152493739601,84.4290970391252,7.262277251994526
21.22038234844779,78.23202932020756,7.589622607083297
24.951769101112703,80.18790621743366,7.005274186210384
20.343885211152184,82.03018958895177,7.153807769252718
29.093204020787823,78.63629602379294,6.985035387637728
22.58779981600017,84.71782082720961,6.390485975596089
26.62522284353982,84.62447294942112,7.444904230523011
23.11711076089411,77.51782295825365,6.561544724881712
25.200680211778106,79.97248505892385,6.048631932862907
25.467102793432797,78.0087830981677,7.290944591814336
21.84854455525527,77.84840494377468,6.354221358814097
29.695846277645586,75.36886947354533,7.880917168705828
27.751328233611147,81.09564333979897,7.907857154005175
29.39498941564189,80.02679023228862,7.829728780440897
28.948273504276486,75.5147875124999,6.740317400510889
25.97899978811085,77.78646464236611,6.030913233057735
29.218742350231167,84.08265885966654,7.8566371251754505
20.884925020519194,77.39561890666972,6.856368296634629
21.959828624191452,76.44894872091223,7.933309638087339
20.45227288910538,79.89452760277563,7.927239954178505
23.253303307632642,84.856504541106,7.70601891093472
23.88677289689482,77.42055271511501,6.588897784139172
22.71349031773896,81.72135547405878,6.770195457203851
28.287375091519294,82.61619615328718,7.702273343033713
23.567533266935893,77.37637543992399,6.633844010312555
22.80934509687381,82.28216348611859,6.338985493372185
25.426960831582484,78.67783132719254,7.1136025249167005
21.409242249747628,81.32305830593579,7.872309548321562
28.021969807540398,81.33529710760895,7.392059593349946
20.745506436797708,80.35774684074758,7.1401223401787295
29.86886936600517,75.90289770054409,6.194352987541537
27.722447692966576,83.35302495589238,7.23001445339834
21.987156815341724,78.20780064971736,7.980107700208526
20.055221171236024,76.86518510399854,6.280168030473048
28.15461428454834,75.40775141554764,7.036659304727474
27.06857343847617,80.90892943188241,7.754746143855911
27.290071680409874,81.77564361842282,7.481537235508409
27.71270346685946,75.16587828927857,7.394031481990536
20.740446517340903,80.12093058299281,7.404968167974219
23.584657285442727,77.26495775197938,6.71898230243951
21.158690595251297,81.4517279040945,6.587183688528986
28.631034258755935,76.74366429004992,7.618722310957027
26.23298126827558,81.90937738102465,7.6202267893583615
23.308980248526492,78.86735346300537,7.734144637160208
20.635583502860236,84.36729988736735,7.826481105112943
23.109823217156624,76.37520944145993,7.022684797721876
23.25183322026747,78.41066351050259,7.003032589374399
27.29606178338064,76.13473521240589,7.59659035793355
26.375574713552133,84.24693618278563,7.29992786155553
28.872127425763267,83.77339353380981,7.403933754515407
24.72214925161949,77.57941627715155,7.591585338872202
21.195942459383016,81.5998404603418,7.780010683635132
27.13244787222995,83.17222200201216,6.675990313703071
27.607850486168974,80.55200811599462,6.751165905279888
25.61277197569496,80.29650578356006,6.187963879681738
27.70967179954561,77.41852290900452,7.156560281992348
